post_id,post_description
6646,2014/15 Coke puts names on cans 2016 Coke puts lyrics on cans 2030 Coke puts dick and pussy pics on cans
6647,"@user @user Excellent Now #BuildtheWall, #EndChainMigration #EndCatchandRelease #EndVisaLottery approve #TaxCuts2 #ConfirmJudgeKavanaugh and we will have a great Mid-term and Christmas"
6648,@user SHUT THE FUCK UP. YOU DUMB WHORE.
6649,me @ ppl who continue to reply to anti -harassment posts w/ 'but not ALL men are like this': 'so did you get the point of the post or nah'
6650,Is #Spain facing a new wave of xenophobia over migrants?
6651,Liberals lie to Taxpayers over border crisis! #cdnpoli #canpoli #cpc #lpc #ndp #border #IllegalImmigrants #FordNation #ForThePeople
6652,"BREAKING: Liberals to build refugee camps on Canadian military bases -- Taxpayers will fund mosques, Korans"
6653,I cant fucking believe yall call this rape bitch wtf
6654,"RT @user NOOOOOOO FUCCCKING WAY, WHAT A BITCH!!!!! YOU THOUGHT ABOUT HOOKIN UP WITH ANOTHER GUY WHILE YOU HAVE A BOYFRIEND. YOU CUNT!!!"
6655,I'm not gonna text you 24-7. I have a life. If you liked me that much you would be with me and not texting me! #WomenSuck
6656,"Men get hurt once and that’s the end. They stuck on that bitch for life. Women get hurt 1,000 times and they’re still out looking for love"
6657,Of course I invited you over to 'Hang Out' ....stupid bitches #WomenSuck
6658,When friends find out what a sick psychopath I really am ☺️
6659,ATTENTION #AbortionGenocide the SUCCESSFUL TOOL of the LEFT*Urge #Congress 2 use #PP tax$ to SUPPORT PREGNANT WOMEN &amp; their Babes once BORN* Preserve &amp; PROTECT Generations of AMERICANS BORN to AMERICANS*Suspend Immigration STOP Resettlement*DEPORT &amp; REPATRIATE*OUR HOMELAND*WeR#1
6660,"Time For Hungrexit: PM Orban Opposes Mass Immigration In Hungary, Attacks Soros In German Press"
6661,"These are kids, their little minds not made to grasp the diabolic forces at work using them as props. Thank God it's all going to end soon."
6662,So was listening to a Roman Catholic who justified voting for Harper because Harper was a Christian So I thought to my self Harpers policies were anything but Christian and Harper is a Racist White Supremacist Thinking that this guy being a POC immigrant would be hated by Harper
6663,@user U.S Taxpayers pay $135 Billion a year on Illegal #Immigration Detain and  Deport  ASAP No More Dollars for Illegals U.S has Homeless Ctitizens and #Veterans Take Care of them First!   #Trump #MAGa #RedNationRising
6664,Idk how to feel about the tweet that followed this 🤔
6665,"Anti-feminist sign..... ('WOMEN' you want to deny men their balls/gender , here is a sign made by Men in response!)"
6666,"Wannabe rocker @user Scarborough credits Obama for strong economy: ""This is not an economy Donald Trump gave us.”  This joker is so jealous of the President😂😂😂😂President Trump drives Joe and Mika crazy because he has done more in less than 2 years than Obama did in 8 years"
6667,How butter faces take selfies
6668,When someone I'm sleeping with tries to tell me about their personal life
6669,"According to Nigerian Immigration , twenty three trucks arrived Banki  yesterday with  refugees from Cameroon"
6670,@user What's it going to take? Build that wall. #BuildThatWall Migrants from terrorist nation entering the US.
6671,HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA 😫
6672,@user @user your are an idiot. go fight yourself if you know better. each of those women will kick your cunt ass bitch
6673,"No bitch you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty! #AttentionWhores"
6674,"@user Oh i get it, believe me. Fucking pussy ass bitch cunt hoe"
6675,KUNT DONT JOIN ME IF YOU HAVE NEVER DONE CALUS BEFORE. IM NOT HERE TO CARRY. FUCK ME SIDEWAYS!!
6676,"Israel to deport 37,000 African migrants with a check for $4,400 and a plane ticket to an ""undisclosed country in Africa"", or be locked up."
6677,"Spain's overwhelmed coastguard says it can't cope with migrant influx, as 700 rescued in oneÂ…"
6678,This kid too much of a bitch even do shit on his own He's gotta get some stupid ass whores to do his shit for him
6679,Your “fandom” must be terrible if you think sending people messages saying they’re a whore or slut is okay over a j…
6680,Help Hindu Bengalis in Assam to save them from becoming refugee again
6681,"Bitch stfu? I didnt asked you something, dumbass hoe? And obsessed? Shut you dirty ass, cause we all know esme was so obsessed with me that she keeped subtweeting about me LOOOOOOOOL"
6682,"1- This means, you can't ram these into silo-openings. you have to target the entire tunnel or silo structure with these."
6683,"@user The situation here is already tense, imagine after this! Yesterday, hundreds of refugees protested in Mytilene in memory of an Afghani who died due to lack of care in Moria. Riots and violent protests have already happened for less in the"
6684,@user it must have been cause I didn't get it
6685,VIDEO: (Part three) #BNP A frame trailer with patriotic sound system. #immigration #Brexit #Patriots #islam
6686,On May 31st World Relief is offering you a unique and exciting opportunity to make a difference for refugees. Can you guess what it is? Here's another hint. This new opportunity will help you advocate for refugees. // #WRLovesRefugees
6687,SHUT. IT. DOWN.#BorderWall #BuildThatWall #KAG
6688,Dumb Cunt rides like a Whore
6689,Lovely that apparently Twitter has a problem with the word CUNT or they just didn’t appreciate real Islamic information. Murder and Rape
6690,"The earth, rutted deep from hundreds of wheels, churned raw by thousands of hooves, bore witness to the recent passing of a large immigrant party—all save one battered wagon that sat alone.  ❈HANGTOWN CREEK❈   #ACTION #ADVENTURE  FREE on #KindleUnlimited"
6691,Let me tell yall sum...yall barbz who fucking wit my sis @user Come talk to me bitch cause i will pull up on a hoe...
6692,Start a journey with Alain! Live inÂ #360ÂºÂ andÂ #VRÂ how a refugee strug to get into the Spanish coast. Thanks to @user and The Dream VR.Watch the whole experience hereÂ ðŸ“±âž¡ï¸Â https://t.co/3jEoFc5AKy
6693,When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over
6694,The conditions of displaced people at the Noor refugee camp in Idlib
6695,This Monday St. Johns is hosting an Immigrant Stories film screening and panel with @user Click the link below for info and to RSVP.
6696,@user The 16 year plan they still want to enforce!!!!!! #WINNING #MAGA. #Q #BuildThatWall #ANTIOBAMA
6697,United Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation
6698,I Love a woman in RED HEELS Big titted mother getting a cunt full of cum
6699,CA - well now. Then your votes wont count if you allow illegal aliens to vote. THAT IS AN AMERICAN PRIVILEGE!! #BuildThatWall
6700,Sweden: Muslim migrant whose deportation was thwarted by “hero” student was actually sentenced for assault #SWRM
6701,Well Kat... that's what happens when you're a whore 🤷🏽‍♀️ #BlackInkCrewCHI Phor & Ryan (after he f'd your bff) yeah u a hoe 😂
6702,I'm gonna put that SC butterfly filter around the head of my dick so y'all can see how stupid you look 🤗
6703,"@user India is perhaps the only Devlp Country,where there is no control on influx of illegal migrants or people with expired VISA"
6704,"Here's a question for the Twitterverse  What kind of an asshole calls himself an American but does NOTHING except defend illegal immigrant kids while he watches his fellow Americans getting killed by Criminaliens?  THIS KIND - REP TED ""Tedhead"" Lieu (D-jo CA) aka ""THE BCDOTUS"""
6705,"Watch: Germans make human-wall to 'stop migrants' at Czech border ""You're not welcome here"" - Free Speech Time - @user"
6706,Hungary police repel migrants at Serbia border | Editor's Pick | 16 Sept 15 via @user DONE
6707,Illegal Alien Charged With Molesting Child In North Carolina #BuildTheWall #NoDACA #NoAmnesty How many Children have to have their lives destroyed?Is there an acceptable criteria you are willing to accept?#ChildRape#DeathPenalty
6708,If some men think it's an unfair slur on men who don't abuse:Not all men abuse& we women are entitled to call out a…
6709,@user The uk suffers when there is uncapped migration we cant cope ask the midwives in hospitals ask our opion we wan to leave europe
6710,"Our office was featured on NPR on a story about ""Anxiety Grows Over Anti-Immigrant Actions: 'We Feel They Are After Us'"" Listen to WRC staff and immigrant commentary on the topic or read online:https://t.co/WNOWT2Rq6w"
6711,@user She’s such a whore on insta! I’d own her holes forever!
6712,Welcome Irish immigrant and my favorite color is green.
6713,Refugees resist pressure to go home
6714,"Report: White House considering refugee cap of 25,000 for Fiscal Year 2019 via @user   How about 2500..."
6715,"ðŸ‘‹Say hi to Manish. He is Director of @user newest country programme here in Bangladesh. Here he is showing us around the huge #refugee camp at Cox’s Bazar. Over the course of just a few weeks last year, hundreds of thousands of #Rohingya people fled here from Myanmar."
6716,@user @user @user Says the woman who supports rape
6717,Great meeting @user 2 days thinking about #immigration research agenda going forward. many smart words and ideas including from @user from @user much to share @user @user @user @user
6718,When you just stuffed your fucking face and the waiter asks you if you want dessert
6719,If the migrants countries do not give out the same benefits then its fair we do not how can the Eu decide about countries out with the EU
6720,No comment 😊
6721,You Shut Your Whore Mouth!
6722,I wonder why girls even follow me. All I do is call you out on the sick shut you do to us guys #WomenSuck
6723,"@user @user I've met a few women who are complete Dicks , being a dick isn't the preserve of males"
6724,"@user American taxpayers are subsidizing labor costs of American employers who hire immigrants, particularly if the employers are not paying a living wage or providing health benefits. If hiring immigrants puts Americans out of work, we're paying th"
6725,@user You toxic skank Becky!
6726,This pussy mine girl tell me you like Daddy dick.... 🙄 FIRST OF ALL WRONG HOLE FOO
6727,Drinking and getting high with lil sis only love her and my mother on God you bitch only women i need in my life and I'm fine with it
6728,RT @user My signature move is out of your life.
6729,Italian Interior Minister wants more babies and fewer migrants as the country’s tradition...
6730,Congolese immigrant climbs The Statue of Liberty and then cusses out Ame... via @user
6731,"Time for #Bangladesh to recognize plight of #refugees will be protracted. ""Having over 700,000 #Rohingya living in makeshift shelters without an evacuation plan in case of a typhoon is just asking for a catastrophe"" says @user #Myanmar #Burma #Rakhine"
6732,@user @user @user @user Skank you are already in the streets. Make my money whore.
6733,What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂
6734,@user @user @user Mexico City 1 of the largest cities in the world & 1 of the filthiest cities in the world. The Freeloaders are destroying our cities 1 neighborhood at a time! #StopTheInvasion
6735,"Illigal 50 of a crowd from 400 refugees entered USA border at Tijuna. Trump isnt able to protect USA, he has no wall and cannot decide to kill them."
6736,@user @user TRAVEL ADVISORYDominic Durden & Mollie Tibbetts & Kate Steinle were murdered by Illegal Aliens!We must #BuildThatWallFollow @user & @user & #RETWEET Help out & order bricks or donate today at Follow @user
6737,"Interestingly enough, Malians are often labeled ""economic migrants"" when trying to reach Europe and hardly receive asylum."
6738,"After the tournament I saw the Statue of Liberty and did the ""Hard Times"" tour at the @user experiencing the lives of two immigrant familes during the Depression.   Essential reminders of this country's history and what we have fought for: Liberty and Justice for All."
6739,"@user Wow mo cock got hard. Want to pull your panties down, push you against these door and let you feel my cock deep in your wet puss 😈"
6740,@user Cause you're a Bitch and you love those situations! 🤷🏼‍♂️
6741,Idk what feminists are pissed about.. You get free access to our wallets and all you have to do in return is cook and suck our weiners.
6742,Merkel under pressure to defuse dispute over migration
6743,Providing aid to Sudanese refugees is one of our priorities in 2018! Read Nawal's story here:https://t.co/9BzDJojVbD
6744,I like to go to AA to remind myself that I'm not a real alcoholic and how great my life really is
6745,"The only person with a vagina that I value is my MOTHER, and even she is a dumb retard. Women are oNLY good for making babies.#"
6746,Darla you trifling skank! #QueenSugar
6747,French police were tracking van in which child refugee was shot
6748,@user We want Ain't Know as payment when you CB bc the Kunt Brigade will have lots of work clarifying the misun…
6749,Two months ago you were 'fat &; a whore' now y'all talk... boys 🙄🙄😂😂😂😂
6750,@user Anti American Illegal immigrant uprising in California gets exceedingly worse for American citizens who are now in grave danger. They are in a state of emergency.
6751,Yeah I can't wait till y'all all shut the fuck up about it. Trumps a moron Hillary is a cunt Berney is a fuckin douche they are politicians no matter what one sides gonna bitch and think they hold the moral high ground but guess what we are all the same and most don't give a fuck
6752,@user @user You are the lowest kind of skank to attack a Gold Star Widow. Based on your tweets I…
6753,Nelly's rape accuser wants case dropped . . The woman who accused Nelly of rape is refusing to…
6754,".Considering THIS , the filth on the streets of San Francisco, and an unsecured border, we're asking for a pandemic. This has to stop.We're a sovereign, Christian nation.No apologies. #Sovereignty #BuildThatWall"
6755,@user @user Well duh I made the gc you a hole
6756,"Pro Tip- Don't go to Costco before 11am, that's when they put the free samples out"
6757,"As far as white supremacy goes, the daughter of a white illegal immigrant assisting an administration dead-set against immigrants of color is a little on the nose."
6758,Christians refugees from Iraq and Syria are not welcome in Britain.
6759,@user Bc it fits the sexist narrative that men are the true victims and women are hysterical
6760,"Made your bed, now lie in the flea pit you created 'Tourists go home, refugees welcome': why Barcelona chose migrants over visitors"
6761,Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank
6762,A middle aged woman just shouted 'well done' at me while I was running so I guess I'll just go crawl in a hole and die now.
6763,'I'm Confused': ICE Official Corrects Hawaii Dem Who Thought Trump Created Immigration Law
6764,I found out something about this chick that was hiding something from me lmao bitch can't hide anything from me fake ass lying hoe
6765,When was the Last time you heard of an active shooter or school shooting done by an illegal immigrant? That's because statistically it's angry white men. Probably Trump supporters.  You all believe whatever that moron says and it's ruining our democracy.  Don't you care?
6766,Not all women are victims. Not all men are guilty of assault. - National Review
6767,One of the biggest reason I never wanted to come out to my friends was bc I was afraid theyll think I have crush on them when Im just being a decent human being so I call them stupid bitch and a fucking hoe everytime I see them
6768,"CBS Reporter captures an illegal border crossing in broad daylight and he was scared! So, Mr. Begnaud, do you now understand why we need a border wall? The issue is real, & the motivation to enter illegally is great. #BuildThatWall via @user"
6769,The 'I'm such a feminist' niggas will 'Not all men' you to death. LMAO
6770,"The case for refugees as a resource, not a burden for hosts by @user @user @user #WithRefugees @user @user @user @user @user"
6771,Italian FM and Special Rep for Libya talk migration
6772,@user @user I know. Booker and Kamala Harris were vying for most hysterical woman at the hearing but were drowned out by the paid harpies being arrested.
6773,@user @user And you have won SKANK OF THE YEAR
6774,"“If you want to manage migration and if you want to prevent further security threats there is one single place where you have to invest all your political, economic and diplomatic efforts and that is the belt of the Sahel and the Horn of Africa”"
6775,"Report: Immigrant Deportation, Separation Can Have ‘Lifelong Impacts’ #ChicagoTonight"
6776,Powerful men in Hollywood have been preying on women because that's how lots of men are built ... so says Dick Wolf.
6777,"The ghost, who Amethyst can't see but believes she can communicate and have sex with, has now returned with her to the UK and their relationship is progressing. Should we ask Roger Helmer and Farage to investigate this immigrant ghost?"
6778,Me personally I would've dragged that girl down the stairs lol but she was getting it..beat that fat hoe 😂😂
6779,@user @user @user It's her background and her identity. Changing her to be played by a POC serves nothing. It a diversity quota. It's insulting to me both as a POC and as an audience. I don't need my race to serve as the show diversity a
6780,When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway
6781,@user @user @user so #YesAllWomen is fine but #YesAllMen should burn in hell? Looks like someone didn't get their way
6782,Guys only have one heart so dont play with it.... But they have two balls so play with those #WomenSuck
6783,@user Say NO to @user @user immigration 3rd world bill!!  The 5 billion they promised in return is a poison pill! No other country allows unvetted people to just walk in and squat! Their bill will ruin us!
6784,Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash? S/O to women who work hard for their own things
6785,'Can you stop getting into abusive relationships I'm tired of listening to you cry and then watch you fall back in the same hole' -Siow 2017
6786,"This bitch said idk bout u but sometimes u gotta suck a lil dick , wait even that ain't helping u 🙄😩🤦🏽‍♀️😂😂😂😂"
6787,Almost 400 migrants crossing from Morocco to #Spain rescued in Mediterranean
6788,Three refugees from Syria have set up a network that organizes language classes and a summer school for children.
6789,German dashcam catches Muslim migrants attempting to stage a fake accident via @user
6790,EVERYDAY YOU SHOVE 'NOT ALL MEN' DOWN THE THROATS OF WOMEN TALKING ABOUT THEIR EXPERIENCES. ARE YOU NOT TIRED? ARE YOU NOT FREAKING TIRED??
6791,"All women aren’t hoes, correction"
6792,"@user @user @user @user @user Hell, this stupid bitch @user said I wasn't even black, but a white person in blackface just because I said the NA isn't racist."
6793,"Politically, I call it rape whenever a woman has sex and feels violated.-Catharine MacKinnon"
6794,Orthodox Church attacked in hate crime against Christians.  The Church of Michael the Archangel in Grozny was attacked by 4 armed jihadists this evening service. Worshippers and law enforcement officers killed....
6795,EU supports 10-month protection programme in Tanzania refugee camps through @user @user and @user via @user #Withrefugees @user @user
6796,"PRESIDENT TRUMP: We have TWO options. We have #Military, we have #HomelandSecurity.#BuildThatWall @user"
6797,@user Must get NZM&amp;Okhla area sensitized immediately.Lot of illegal Muslim migrants seen all over Roads/Pavements/congested lanes
6798,You’re in the middle of being a woman or being a bitch?
6799,"RT @user 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things"
6800,"now what i can say, not all men are trash. maybe the woman who said it itself, is trash."
6801,@user NOT LONG NOW BEFORE YOU ARE IMPEACHED .. YOU YELLOW BELLIED SELF-CENTRED CUNT ...... NEVER DID NATIONAL SERVICE .. COWARD!
6802,I'd make an acceptation for you 😘
6803,"Kathimerini: Pace of migrant arrivals in Greece via land from Turkey quickens, agency says"
6804,"Got an IDEAL. If we stopped giving illegal immigrants Food Stamp, Welfare would they go home. And if they are illegally here, why should they get any of this? Also, has anyone has the amount of our tax dollars go to these folks? Just asking!  😎🎩"
6805,"@user @user ram man, why are you such a white knight on social media?"
6806,When someone offers you the last piece of pizza
6807,@user There are Ethiopian refugees in our country.. Check the news they're running for their lives
6808,"Dear @user Thank you for giving back. As a son of an immigrant who came to the US with16¢ in his pocket, thank you for giving opportunity. I am one of your biggest fans, not because of your athletic prowess, but from your commitment that EDUCATION is the ultimate equalizer."
6809,"RT @user ""when u gonna get your license"" SHUT THE FUCK UP BITCH I AINT GOT TIME DAMN GET OFF MY DICK"
6810,@user To whom? Other hysterical men? Sure. To women who are the keepers of logic and reason? Hardly. They…
6811,"When violent extremists burned down his mother’s medical clinic and  attempted to kidnap him, Al and his parents fled Iraq and eventually resettled in the U.S. Watch his incredible journey, then join  the campaign to help refugees rebuild their lives.âž"
6812,Came to #France as an Armenian immigrant. Resisted #Nazi fascism. Survived. Fought for #socialism and equality. Demanded justice for the #ArmenianGenocide. Died a hero.
6813,.#BuildTheWall ! RT if you agree Todays Illegals are Tomorrows Democrats! No more #IllegalImmigration !NODaca #NOChainMigration #SecretSociety #TuesdayThoughts #MorningJoe #WednesdayWisdom @user @user @user
6814,@user @user Hahahahahaha we watch your shows specially.. We Salute you patriot.. n lv u a lot.. Ram-Ram
6815,Using my body to be a skank and insulting me? Really classy.Bitch.
6816,"Ladies, Before you request a dick pic, you must send a nude first. Be mindful."
6817,@user and we're smarter than that bitch
6818,Time running out for 111-year-old refugee stranded in Greece
6819,Media and migrants: How journalists help fuel populist momentum
6820,Most people want to be loved... But I thrive on being hated
6821,Talent- Meeting up with complete strangers for sex
6822,"You constantly act like you havent done bad shit in the past when you CLEARLY have. You constantly pretend that youre a good person, but you constantly make threats towards other people and call Tevin an ape. Shut the fuck up, grow the fuck up, and take responsibility you cunt"
6823,"If you dont support Trump, than you can just go back to Mexico. And if your not from Mexico, you should just go there anyway!#MAGA#BuildThatWall#Arbys#Trump"
6824,Good girls send nudes
6825,"If you need a laugh or if you have '80HD' (You'll get that in a sec...), these are hysterical."
6826,@user Farmers must unite &amp; start having massive protest marches in Canberra with other sectors of the community joining them. Australians first not migrants first or other countries first. Also march and gather around biased MSM premises an
6827,"@user A moron thus probably thinks that rape is a form of aggressive romance. People this stupid don't merely exist, many have inordinate power DT"
6828,What a suprise my Ex Wife is being a Whore for haloween wait until the kids turn 18 karen FUCK YO.u Whore Bitch You Lying Steali
6829,"1/ I'm reminded of an interaction that fuels me. Soon after returning to finish my undergrad, an uncle came to visit. He's a Greek immigrant..very Greek. He visited my parents' restaurant, where I was working."
6830,"#TakeAKnee trump's a chump! @user is the real deal-helping so many on his journey through greatness! Even @user can't stand #IQ45-stands to CLEAN UP while he's in prison. One hot, lucky #Immigrant babe! #OHi12 #VoteBlue @user in the #Columbus area. #BlueWave baby!"
6831,"@user That's just one of them. I noted that one of the missing was ""25 years old and working in foreign trade"". That means he was involved in transporting illegal drugs to the U.S. #BuildThatWall @user ."
6832,"Free speech has no limitations what so ever, otherwise it's not free speech you crazy fucking bitch! #FreeSpeech"
6833,"@user @user @user bitch if only you really wanted all the smoke like yall said yall did. stfu dumb ass hoe, you done said bye 15!times but wanna claim you not retarded, BYE BITCH"
6834,@user @user some women love to be whores so don’t have if a pig wanna remove a pig from where he doesn’t belong! We need class
6835,That bitch don't love you fr bro these hoes be lying
6836,"@user @user @user Funny fools - a country which cannot protect themself from illigal refugees , isnt a country."
6837,Mi A1 Mobile - What you in the box + Storage + Ram + Android Version: via @user
6838,"@user @user @user ...or some other name, or used a term like CUNT or WHORE if it is obviously not…"
6839,Don't you hate when bitches act like sluts but aren't even down? Like that bitch from American Beauty.
6840,@user @user Why when women are abused its called 'sexual assault' or 'rape' but when it's boys it's c…
6841,"I don't know what it is sleep anymore. You are always on my mind. When my cock is hard like that, i wish i was hug you, feel your ass"
6842,He started this hashtag because there's a certain type of immigrant to Germany he doesn't like and wants to humiliate. We @user are in that group. RT if you think we should be able to stay and finish our Bahnhof renovation. Danke! #neogermans
6843,Ugly bitches always got their shit on private with a profile pic that has 97462583047251538 filters on it
6844,The biggest fear the Democrats have is President Trump growing his base and this is exactly what happened here😁😁😁😁WATCH: Never-Trumper goes to Trump Rally; What He Says Afterwards Will Make Democrats Tremble
6845,"23. the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid, and being in on fucking up lawsuit"
6846,Long line of people accepting the Lord at CCC ~30 Praise God
6847,@user @user @user Pity FG has allowed and indeed facilitated the mass immigration and replacement of Irish people and their interests with more and more NON EU third world populations that will make Ireland as bad as the UK and the other
6848,ðŸ‡©ðŸ‡°Denmark: ''I’ll pay Denmark niqab fines': French-Algerian millionaire'No go back to Algeria. Better yet tell Algeria to open its borders to African migrants instead of Europe.
6849,When you wait to have sex till you're married and you realize the pussy is garbage
6850,A ProPublica investigation found that police responded to at least '25 calls reporting sex offenses' at child shelters that primarily serve immigrants during an analysis of over 70 of the about 100 shelters that exist in the U.S. #FamiliesBelongTogether
6851,If bios told the truth....
6852,Hollywood glorifying being a slut mom. You never have to grow up #MGTOW #FeminismIsCancer
6853,When someone tries to take the last piece of pizza you paid for
6854,"Trump will act against the illigal refugees, because he want not end like Germany in criminality."
6855,LOL.shut the fuck up ms 'NEVERWONAFIGHT' u a hoe skank slut cunt hypocritical BITCCH
6856,Person- so what's your sign? Me-
6857,Pro Tip- Copyright all your nudes and videos so when that idiot in your life thinks it's cute to post them you can sue the shit out of them
6858,She’s a whore and her moms a drug addict. Don’t fall for these hoes
6859,I have condoms everywhere so bitches think I'm responsible. Lol I'm not. Fuck condoms.
6860,@user Are your children safe living with a skank like you? I certainly hope not.
6861,"Beer, wine or liquor is the toughest decision I have to make everyday"
6862,"Spotify knows I'm a poor immigrant, keeps giving me the Brexit ad lmao"
6863,"Dear Akkorou, Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love, Dj Rits"
6864,not jacking off to hentai mind you my cock been dead for days but busy reading!
6865,"Aren't u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won't apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall"
6866,‘They have nothing’: How a $20 tip cost an immigrant her airport job
6867,Tearing Down the Walls panel discuss immigration policies and immigrant stories edanielkahn @user @ Museum of Jewish Heritage - A Living Memorial to the Holocaust
6868,The  Refugee Survival Trust's new bus pass scheme for pregnant asylum  seekers and new mothers is a lifeline for those cannot afford to buy  their own tickets! Please help out our fundraiser if you can â¤ï¸#scotland #refugee #ThursdayThought #charity
6869,Can we rewrite the 1951 Refugee Convention for the 21st century? | CBC Radio #WithRefugees @user @user @user @user @user @user @user
6870,"To whatever pussy bitch that broke into my car, FUCK YOUUUUU"
6871,Continued &amp; Sustained damage 2 the Tories!
6872,"The Trump administration ripped children from the arms of their parents and then failed to protect them! —&gt;  HIV-positive shelter worker sexually abused 8 immigrant boys, court docs say"
6873,When she knows just what to get you for Father's Day...
6874,Maybe Instagram will copy Twitter and go back to chronological order...
6875,How to Pronounce Bitch Chameleon ↺RT❤ #fake #fuss #denounce #accuse #porcupine #crab #whore #bitc
6876,@user I'll take a BLT on rye
6877,"Lesson for the USA regarding disappearing affordable housing: How over 46,000 wealthy immigrants took a back door into Vancouver and Toronto’s housing markets"
6878,"@user @user Fantastic. 2019 is a year for refugees, returnees and internally displaced person. We hope to see similar collaborative initiative on the theme"
6879,".@RepChrisStewart .@SenMikeLee .@senorrinhatch #NoDACA EVER! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children, American Children. @user has the power to #EndDACA Use it! Don't be afraid of #IllegalAliens"
6880,When you cut her off and the dick is bomb
6881,Person- I don't like you Me-
6882,Boat carrying 160 migrants sinks off Northern Cyprus coast: 16 dead
6883,"Open Borders prove not only to be wrong, but harmful to native citizens and even FATAL. Every day the globalists false utopia is proven wrong with news and statistics. When will the madness stop? We need to close the borders. #closetheborders #stoptheinvasion"
6884,This Idiot Wants to DECLARE WAR ON THE U.S!!   Americaans Lets go to Mexico Illegally Vote in their Elections and Live off their Welfare System  If they ask for ID Called them Racists then Sue !  #Trump #MAGA #SaturdayMorning #Immigration via @user
6885,Illegal Alien unlicensed Drunk Driver rams Ambulance kills 3 year old being rushed to hospital. #EndDACA #NoAmnesty #EnforceUSLaws#KeepAmericaSafe#DeportThemAll
6886,Dis bitch had the nerve to tell me im not from a hood. Bitch stfu ill spit on u hoe u dont know me...so mind ya business and worry bout yo child instead of me...dickriding ass girl
6887,"@user a bunch of people who can’t separate a character you play, from the real world, are moaning that you “glamourise rape”, ugh!"
6888,STAY THE HELL OUT OF THE WATER. #ARABIANSEA Stupid cunts. #nuclearban #solarban #PSE #MondayMotivation #plasticfree #horses #UN #China #India #Iran #WaterBan #NO #NoDeal #NoDACA #immigrationfraud #Mexico
6889,"#Makassar refugees, 'locked down' for 2 days from today, want #Indonesia's President Joko Widodo @user to know that they are not a threat &amp; welcome him. Please let the children out to play &amp; adults need to buy food for the duration of your visit. Please retweet &amp; email to help."
6890,Enter the Kitchen Authority Bargain Sandwich Maker Sweeps. This little baby is perfect for making quick hot sandwiches like stuffed grilled cheese or pocket pizza!
6891,When you're leaving the dick appointment and it was fire AF
6892,Watch: Pakistani immigrant robbed a drunk Swedish man and left him to die on a subway track - Free Speech Time - @user
6893,Im smack tf out one of you pussy boys
6894,"#channel4 â¦@Channel4Newsâ©  â¦@Channel4â© Always pushing the illegal immigrants are great guys agenda , never mention the cost or consequences"
6895,@user @user Iligal refugees should go home with kids.
6896,The woman who accused Nelly of rape is dropping charges:
6897,"#Refugees are like you and me. They want many of the same things we all do, like safety for their families and a promising future for their kids.Learn more about refugees by downloading our free e-book ""8 Things You Should Know About Refugees."" âž"
6898,"@user @user @user @user Nono, you are right: Not all men say not all men...; -P"
6899,You down or nah?
6900,100 Bangladeshi Nationals Apprehended near Texas Border in 3 Weeks via @user #NoAmnesty #DeportIllegals #BuildThatWall #TRUMP #MAGA #MASA
6901,Doctor Punished for Giving Vaccine Exemptions to Children with High Risk of Vaccine Brain Damage
6902,"Tweet the following LOVE SPEECH&amp; Twitter Cheka ACLU SPLC will allow youto enjoy a verified accountthat reaches 75Kfollowers w/absoluteIMPUNITY.Tweet about crimes per capita,diversity,Anti-White hate,immigration &amp;enjoy suspensions, enforced tweet deletions &amp; a shadow ban"
6903,@user Just deport all these illegal aliens and their kids back to their 3rd world nations. American citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids! #MAGA #BuildTheWall #NoDACA #NoAmne
6904,"Trump doubles down on obeying law that's causing family separation: 'The US will not be a migrant camp ... not on my watch' Oh, HELL YES !"
6905,@user Some women find the Harvey kind of harassment and rape to be not that bad and may even encourage it from time to time depending on hormones.
6906,"Are we looking at, as Pat Buchanan puts it, 'an ideology of Western suicide'?, Is it wrong to challenge an influx from outside of the US, Europe? Yep,USA on the march to national suicide.Third world immigrants will never assimilate."
6907,@user marcos you skank hannah montana is my thinf
6908,"Getting her pussy and ass ate at the same time , now that's goals bitch"
6909,"@user Love, let not all men be equally yoked to the animals who hurt women for pleasure and lack of confidence in themselves."
6910,@user Why you being a pussy for back your shit up hoe
